bill_id,date,chamber,sequence,action
1387685,2021-01-28,Senate,4,"Referred to Com. on RLS."
1387685,2021-03-03,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1387685,2021-03-11,Senate,6,"Re-referred to Coms. on L., P.E. & R. and JUD."
1387685,2021-03-22,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on L., P.E. & R."
1387685,2021-03-23,Senate,8,"Set for hearing April 5."
1387685,2021-04-06,Senate,9,"From committee: Do pass and re-refer to Com. on JUD. with recommendation: To consent calendar. (Ayes 5. Noes 0.) (April 5). Re-referred to Com. on JUD."
1387685,2021-04-06,Senate,10,"Set for hearing April 20."
1387685,2021-04-21,Senate,11,"From committee: Do pass and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 11. Noes 0.) (April 20). Re-referred to Com. on APPR."
1387685,2021-05-04,Senate,12,"May 3 hearing: Placed on APPR suspense file."
1387685,2021-05-14,Senate,13,"Set for hearing May 20."
1387686,2020-12-15,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1387686,2020-12-16,Senate,2,"From printer. May be acted upon on or after January 15."
1387686,2021-01-11,Senate,3,"Read first time."
1387686,2021-01-28,Senate,4,"Referred to Com. on RLS."
1387687,2020-12-15,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1387687,2020-12-16,Senate,2,"From printer. May be acted upon on or after January 15."
1387687,2021-01-11,Senate,3,"Read first time."
1387687,2021-01-28,Senate,4,"Referred to Com. on E. & C.A."
1387687,2021-02-26,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E. & C.A."
1387687,2021-03-04,Senate,6,"Set for hearing March 15."
1387687,2021-03-11,Senate,7,"March 15 set for first hearing canceled at the request of author."
1387688,2020-12-15,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1387688,2020-12-16,Senate,2,"From printer. May be acted upon on or after January 15."
1387688,2021-01-11,Senate,3,"Read first time."
1387688,2021-01-28,Senate,4,"Referred to Com. on RLS."
1387688,2021-03-07,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1387688,2021-03-18,Senate,6,"Re-referred to Coms. on GOV. & F. and TRANS."
1387688,2021-03-24,Senate,7,"Set for hearing April 8."
1387688,2021-04-08,Senate,8,"From committee: Do pass and re-refer to Com. on TRANS. with recommendation: To consent calendar. (Ayes 5. Noes 0.) (April 8). Re-referred to Com. on TRANS."
1387688,2021-04-16,Senate,9,"Set for hearing April 27."
1387688,2021-04-19,Senate,10,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on TRANS."
1387688,2021-04-27,Senate,11,"From committee: Do pass. Ordered to consent calendar. (Ayes 15. Noes 0.) (April 27)."
1387688,2021-04-28,Senate,12,"Read second time. Ordered to consent calendar."
1387688,2021-05-03,Senate,13,"Read third time. Urgency clause adopted. Passed. (Ayes 36. Noes 0.) Ordered to the Assembly."
1387688,2021-05-04,Assembly,14,"In Assembly. Read first time. Held at Desk."
1387688,2021-05-13,Assembly,15,"Referred to Com. on L. GOV."
1387689,2020-12-15,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1387689,2020-12-16,Senate,2,"From printer. May be acted upon on or after January 15."
1387689,2021-01-11,Senate,3,"Read first time."
1387689,2021-01-28,Senate,4,"Referred to Coms. on N.R. & W. and HEALTH."
1387689,2021-02-17,Senate,5,"Set for hearing March 16."
1387689,2021-03-05,Senate,6,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on N.R. & W."
1387689,2021-03-22,Senate,7,"From committee: Do pass as amended and re-refer to Com. on HEALTH with recommendation: To consent calendar. (Ayes 9. Noes 0. Page 519.) (March 16)."
1387689,2021-03-23,Senate,8,"Read second time and amended. Re-referred to Com. on HEALTH."
1387689,2021-03-26,Senate,9,"Set for hearing April 14."
1387689,2021-04-06,Senate,10,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on HEALTH."
1387689,2021-04-19,Senate,11,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (April 14)."
1387689,2021-04-20,Senate,12,"Read second time and amended. Re-referred to Com. on APPR."
1387689,2021-04-23,Senate,13,"Set for hearing May 3."
1387689,2021-05-04,Senate,14,"May 3 hearing: Placed on APPR suspense file."
1387689,2021-05-14,Senate,15,"Set for hearing May 20."
1387690,2020-12-15,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1387690,2020-12-16,Senate,2,"From printer. May be acted upon on or after January 15."
1387690,2021-01-11,Senate,3,"Read first time."
1387690,2021-01-28,Senate,4,"Referred to Com. on RLS."
1387690,2021-02-08,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1387690,2021-02-17,Senate,6,"Re-referred to Com. on PUB. S."
1387690,2021-02-24,Senate,7,"Set for hearing March 16."
1387690,2021-03-17,Senate,8,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 4. Noes 0. Page 520.) (March 16). Re-referred to Com. on APPR."
1387690,2021-03-19,Senate,9,"Set for hearing April 5."
1387690,2021-03-23,Senate,10,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on APPR."
1387690,2021-04-05,Senate,11,"April 5 hearing postponed by committee."
1387690,2021-04-06,Senate,12,"Set for hearing April 19."
1387690,2021-04-08,Senate,13,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on APPR."
1387690,2021-04-15,Senate,14,"April 19 set for first hearing canceled at the request of author."
1387690,2021-04-21,Senate,15,"Set for hearing May 3."
1387690,2021-04-27,Senate,16,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on APPR."
1387690,2021-05-04,Senate,17,"May 3 hearing: Placed on APPR suspense file."
1387690,2021-05-14,Senate,18,"Set for hearing May 20."
1387691,2020-12-15,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1387691,2020-12-16,Senate,2,"From printer. May be acted upon on or after January 15."
1387691,2021-01-11,Senate,3,"Read first time."
1387691,2021-01-28,Senate,4,"Referred to Com. on RLS."
1387691,2021-02-08,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1387691,2021-02-17,Senate,6,"Re-referred to Com. on PUB. S."
1387691,2021-02-24,Senate,7,"Set for hearing March 16."
1387691,2021-03-17,Senate,8,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 4. Noes 1. Page 520.) (March 16)."
1387691,2021-03-18,Senate,9,"Read second time and amended. Re-referred to Com. on APPR."
1387691,2021-03-23,Senate,10,"Set for hearing April 5."
1387691,2021-04-05,Senate,11,"April 5 hearing: Placed on APPR suspense file."
1387691,2021-05-14,Senate,12,"Set for hearing May 20."
1387692,2020-12-15,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1387692,2020-12-16,Senate,2,"From printer. May be acted upon on or after January 15."
1387692,2021-01-11,Senate,3,"Read first time."
1387692,2021-01-28,Senate,4,"Referred to Coms. on N.R. & W. and GOV. & F."
1387692,2021-02-17,Senate,5,"Set for hearing March 16."
1387692,2021-03-16,Senate,6,"From committee: Do pass and re-refer to Com. on GOV. & F. (Ayes 9. Noes 0. Page 519.) (March 16). Re-referred to Com. on GOV. & F."
1387692,2021-04-06,Senate,7,"Set for hearing April 15."
1387692,2021-04-07,Senate,8,"April 15 hearing postponed by committee."
1387692,2021-04-29,Senate,9,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on GOV. & F."
1387692,2021-05-03,Senate,10,"Withdrawn from committee."
1387692,2021-05-03,Senate,11,"Re-referred to Com. on APPR."
1387692,2021-05-07,Senate,12,"Set for hearing May 17."
1387693,2020-12-15,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1387693,2020-12-16,Senate,2,"From printer. May be acted upon on or after January 15."
1387693,2021-01-11,Senate,3,"Read first time."
1387693,2021-01-28,Senate,4,"Referred to Com. on N.R. & W."
1387693,2021-02-17,Senate,5,"Set for hearing March 16."
1387693,2021-03-22,Senate,6,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 7. Noes 1. Page 519.) (March 16)."
1387693,2021-03-23,Senate,7,"Read second time and amended. Re-referred to Com. on APPR."
1387693,2021-03-25,Senate,8,"Set for hearing April 5."
1387693,2021-04-05,Senate,9,"From committee: Be ordered to second reading pursuant to Senate Rule 28.8."
1387693,2021-04-06,Senate,10,"Read second time. Ordered to third reading."
1387693,2021-04-29,Senate,11,"Read third time. Passed. (Ayes 31. Noes 3.) Ordered to the Assembly."
1387693,2021-04-29,Assembly,12,"In Assembly. Read first time. Held at Desk."
1387693,2021-05-13,Assembly,13,"Referred to Com. on NAT. RES."
1388067,2020-12-16,Assembly,1,"Introduced. To print."
1388067,2020-12-17,Assembly,2,"From printer. May be heard in committee January 16."
1388067,2021-01-11,Assembly,3,"Read first time."
1388067,2021-02-25,Assembly,4,"Referred to Com. on J.,E.D., & E."
1388067,2021-03-01,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on J.,E.D., & E. Read second time and amended."
1388067,2021-03-02,Assembly,6,"Re-referred to Com. on J.,E.D., & E."
1388067,2021-04-20,Assembly,7,"From committee chair, with author's amendments: Amend, and re-refer to Com. on J.,E.D., & E. Read second time and amended."
1388067,2021-04-21,Assembly,8,"Re-referred to Com. on J.,E.D., & E."
1388067,2021-04-29,Assembly,9,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 6. Noes 0.) (April 27)."
1388067,2021-05-03,Assembly,10,"Read second time and amended."
1388067,2021-05-04,Assembly,11,"Re-referred to Com. on APPR."
1388067,2021-05-12,Assembly,12,"In committee: Set, first hearing. Referred to APPR. suspense file."
1388068,2020-12-16,Assembly,1,"Introduced. To print."
1388068,2020-12-17,Assembly,2,"From printer. May be heard in committee January 16."
1388068,2021-01-11,Assembly,3,"Read first time."
1388068,2021-02-25,Assembly,4,"Referred to Coms. on B. & P. and M. & V.A."
1388068,2021-02-25,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on B. & P. Read second time and amended."
1388068,2021-03-01,Assembly,6,"Re-referred to Com. on B. & P."
1388068,2021-03-23,Assembly,7,"From committee: Amend, and do pass as amended and re-refer to Com. on M. & V.A. (Ayes 17. Noes 0.) (March 23)."
1388068,2021-03-24,Assembly,8,"Read second time and amended."
1388068,2021-03-25,Assembly,9,"Re-referred to Com. on M. & V.A."
1388068,2021-04-20,Assembly,10,"From committee chair, with author's amendments: Amend, and re-refer to Com. on M. & V.A. Read second time and amended."
1388068,2021-04-21,Assembly,11,"Re-referred to Com. on M. & V.A."
1388068,2021-04-29,Assembly,12,"Coauthors revised."
1388068,2021-04-29,Assembly,13,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (April 28). Re-referred to Com. on APPR."
1388068,2021-05-12,Assembly,14,"In committee: Set, first hearing. Referred to APPR. suspense file."
1388069,2020-12-16,Assembly,1,"Introduced. To print."
1388069,2020-12-17,Assembly,2,"From printer. May be heard in committee January 16."
1388069,2021-01-11,Assembly,3,"Read first time."
1388069,2021-01-11,Assembly,4,"Referred to Com. on E.M."
1388070,2020-12-16,Assembly,1,"Introduced. To print."
1388070,2020-12-17,Assembly,2,"From printer. May be heard in committee January 16."
1388070,2021-01-11,Assembly,3,"Read first time."
1388071,2020-12-16,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1388071,2020-12-17,Senate,2,"From printer. May be acted upon on or after January 16."
1388071,2021-01-11,Senate,3,"Read first time."
1388071,2021-01-15,Senate,4,"Withdrawn from committee. (Ayes 22. Noes 8. Page 76.)"
1388071,2021-01-15,Senate,5,"Ordered to second reading."
1388071,2021-01-15,Senate,6,"Read second time. Ordered to third reading."
1388071,2021-01-21,Senate,7,"Read third time. Passed. (Ayes 22. Noes 2. Page 89.) Ordered to the Assembly."
1388071,2021-01-21,Assembly,8,"In Assembly. Read first time. Held at Desk."
1388071,2021-01-22,Assembly,9,"Referred to Com. on BUDGET."
1388071,2021-02-16,Assembly,10,"Joint Rule 62(a) suspended. (Ayes 54. Noes 15. Page 328.)"
1388071,2021-02-17,Assembly,11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on BUDGET."
1388071,2021-04-08,Assembly,12,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on BUDGET."
1388071,2021-04-12,Assembly,13,"Assembly Rule 96 and 63 suspended. (Ayes 53. Noes 17. Page 955.)"
1388071,2021-04-12,Assembly,14,"Withdrawn from committee."
1388071,2021-04-12,Assembly,15,"Ordered to third reading."
1388071,2021-04-12,Assembly,16,"Read third time. Passed. (Ayes 74. Noes 0. Page 958.) Ordered to the Senate."
1388071,2021-04-12,Senate,17,"In Senate. Concurrence in Assembly amendments pending."
1388071,2021-04-12,Senate,18,"Assembly amendments concurred in. (Ayes 39. Noes 0.) Ordered to engrossing and enrolling."
1388071,2021-04-12,,19,"Enrolled and presented to the Governor at 4:30 p.m."
1388071,2021-04-13,,20,"Chaptered by Secretary of State. Chapter 14, Statutes of 2021."
1388072,2020-12-16,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1388072,2020-12-17,Senate,2,"From printer. May be acted upon on or after January 16."
1388072,2021-01-11,Senate,3,"Read first time."
1388072,2021-01-15,Senate,4,"Withdrawn from committee. (Ayes 22. Noes 8. Page 76.)"
1388072,2021-01-15,Senate,5,"Ordered to second reading."
1388072,2021-01-15,Senate,6,"Read second time. Ordered to third reading."
1388072,2021-01-21,Senate,7,"Read third time. Passed. (Ayes 25. Noes 1. Page 89.) Ordered to the Assembly."
1388072,2021-01-21,Assembly,8,"In Assembly. Read first time. Held at Desk."
1388072,2021-01-22,Assembly,9,"Referred to Com. on BUDGET."
1388072,2021-02-16,Assembly,10,"Joint Rule 62(a) suspended. (Ayes 54. Noes 15. Page 328.)"
1388072,2021-02-18,Assembly,11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on BUDGET."
1388072,2021-03-01,Assembly,12,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on BUDGET."
1388072,2021-04-08,Assembly,13,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on BUDGET."
1388072,2021-04-12,Assembly,14,"Assembly Rule 96 and 63 suspended. (Ayes 53. Noes 17. Page 955.)"
1388072,2021-04-12,Assembly,15,"Withdrawn from committee."
1388072,2021-04-12,Assembly,16,"Ordered to third reading."
1388072,2021-04-12,Assembly,17,"Read third time. Passed. (Ayes 73. Noes 0. Page 959.) Ordered to the Senate."
1388072,2021-04-12,Senate,18,"In Senate. Concurrence in Assembly amendments pending."
1388072,2021-04-15,Senate,19,"Assembly amendments concurred in. (Ayes 30. Noes 0.) Ordered to engrossing and enrolling."
1388072,2021-04-15,,20,"Enrolled and presented to the Governor at 11:15 a.m."
1388072,2021-04-16,,21,"Approved by the Governor."
1388072,2021-04-16,,22,"Chaptered by Secretary of State. Chapter 15, Statutes of 2021."
1388073,2020-12-16,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1388073,2020-12-17,Senate,2,"From printer. May be acted upon on or after January 16."
1388073,2021-01-11,Senate,3,"Read first time."
1388073,2021-01-15,Senate,4,"Withdrawn from committee. (Ayes 22. Noes 8. Page 76.)"
1388073,2021-01-15,Senate,5,"Ordered to second reading."
1388073,2021-01-15,Senate,6,"Read second time. Ordered to third reading."
1388073,2021-01-21,Senate,7,"Read third time. Passed. (Ayes 22. Noes 2. Page 89.) Ordered to the Assembly."
1388073,2021-01-21,Assembly,8,"In Assembly. Read first time. Held at Desk."
1388073,2021-01-22,Assembly,9,"Referred to Com. on BUDGET."
1388073,2021-02-16,Assembly,10,"Joint Rule 62(a) suspended. (Ayes 54. Noes 15. Page 328.)"
1388073,2021-02-17,Assembly,11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on BUDGET."
